start	end	type
3396	1523	child_of
3943	438	child_of
3943	25	linked_to
524	1270	child_of
524	1503	linked_to
524	202	linked_to
524	3761	linked_to
1405	1653	child_of
1721	2264	child_of
1721	2909	linked_to
1721	1348	linked_to
1721	27	linked_to
2176	1643	child_of
1907	1132	child_of
1907	396	linked_to
1444	985	child_of
1032	3589	child_of
378	447	child_of
159	2967	child_of
159	3702	linked_to
3711	3498	child_of
3201	2452	child_of
2733	3786	child_of
1448	2546	child_of
1815	1192	child_of
281	820	child_of
1179	592	child_of
4030	2454	child_of
2416	3469	child_of
3022	2676	child_of
1091	3234	child_of
552	1923	child_of
2097	2583	child_of
1528	3451	child_of
2901	1240	child_of
3305	684	child_of
2651	3551	child_of
2651	2193	linked_to
3495	23	child_of
3891	1866	child_of
419	3689	child_of
419	2262	linked_to
1040	2235	child_of
1679	635	child_of
2102	2039	child_of
2805	2761	child_of
1342	2399	child_of
804	3318	child_of
804	910	linked_to
804	237	linked_to
374	3914	child_of
374	1624	linked_to
270	4085	child_of
3628	4040	child_of
3291	703	child_of
2793	3528	child_of
2793	3707	linked_to
2275	3432	child_of
2275	3193	linked_to
671	2798	child_of
